song	link	album	lyrics
Say My Name	https://www.allthelyrics.com/lyrics/within_temptation/say_my_name-lyrics-422467.html	Single Angels	"Say my name
So I will know you're back you're here again
For a while
Oh let us share
The memories that only we can share
Together
Tell me about
The days before I was born
How we were as children
[Refrain:]
You touch my hand
These colors come alive
In your heart and in your mind
I cross the borders of time
Leaving today behind to be with you again
We breath the air
Do you remember how you used to touch my hair?
You're not aware
Your hands keep still
You just don't know that I am here
It hurts too much
I pray now that soon you're released
To where you belong
[Refrain:]
You touch my hand
These colors come alive
In your heart and in your mind
I cross the borders of time
Leaving today behind to be with you again
Please say my name
Remember who I am
You will find me in the world of yesterday
You drift away again
Too far from where I am
When you ask me who I am
Say my name
These colors come alive
In your heart and in your mind
I cross the borders of time
Leaving today behind to be with you again
Say my name"
See Who I Am	https://www.allthelyrics.com/lyrics/within_temptation/see_who_i_am-lyrics-225052.html	The Silent Force	"Is It True What They Say
Are We To Blind To Find A Way
Fear Of The Unknown
Cloud Our Hearts Today
Come Into My World
See Through My Eyes
Try To Understand
Don't Wanna Lose What We Have
We've Been Dreaming
For Who Can't Deny
It's The Best Way Of Living
Between The Truth And The Lies
Chorus
See Who I Am
Break Through The Surface
Reach For My Hand
And Shout Out That We Can
Free Your Mind And Find A Way
The World Is In Our Hands
This Is Not The End
Fear Is Withering The Soul
At The Point Of No Return
We Must Be The Change We Wish To See
I'll Come Into Your World
See Through Your Eyes
I'll Try To Understand
Before We Lose What We Have
We Just Can't Stop Believing
Because We Have To Try
We Can Rise Above The Truth And The Lies
Chorus
See Who I Am
Break Through The Surface
Reach For My Hand
And Shout Out That We Can
Free Your Mind And Find A Way
The World Is In Our Hands
See Who I am
Break Through The Surface
Reach For My Hand
And Shout Out That We Can
Free Your Mind And Find A way
The World Is In Our Hands
This Is Not The End
Hear The Silence
Reach Out My Blame
Will Our Strength Remain?
If The Power Rise
Chorus
See Who I Am
Break Through The Surface
Reach For My Hand
And Shout Out That We Can
Free Your Mind And Find A Way
The World Is In Our Hands
See Who I Am
Break Through The Surface
Reach For My Hand
And Shout Out That We Can
Free Your Mind And Find A Way
The World Is In Our Hands
This Is Not The End"
Somewhere	https://www.allthelyrics.com/lyrics/within_temptation/somewhere-lyrics-319996.html	The Silent Force	"Lost In The Darkness
Hoping For A Sign
InStead There's Only Silence
Can't You Hear My Screams?
Never Stop Hoping
Until You Know Where You Are
But One Thing's For Sure
You're Always In My Heart
Chorus
I'll Find You Somewhere
I'll Keep On Trying
Until My Dying Day
I Just Need To Know
Whatever Has Happened?
The Truth Will Free My Soul
Lost In The Darkness
Tried To Find Way Home
I Want To Embrace You
And Never Let You Go
Almost Like You're In Heaven
So No One Can Hurt Your Soul
Living In Agony
Cause I Just Did Not know
Where You Were
Chorus
Wherever You Are
I Won't Stop Searching
Whatever It Takes Me To Go
Chorus"
Stand My Ground	https://www.allthelyrics.com/lyrics/within_temptation/stand_my_ground-lyrics-214917.html	The Silent Force	"I Can See
When You Stay Low Nothing Happens
Does It Feel Right?
Late At Night
Things I Thought I Put Behind Me
Haunt My Mind
I Just Know There's No Escape
Now Once Its Sets Its Eyes On You
But I Won't Run
Have To Stare It In The Eye
Chorus
Stand My Ground, I Won't Give In
No More Denying, I Got To Face It
Won't Close My Eyes And Hide The Truth Inside
If I Don't Make It, Someone Else Will
Stand My Ground
It's All Around
Getting Stronger, Coming Closer
Into My World
I Can Feel
Thats Its Time For Me To Face It
Can I Take It
Through This Might Just Be The Ending
Of The Life I Held So Dear
But I Won't Run
There's No Turning Back From Here
Chorus
All I Know For Sure Is Im Trying
I Will Always Stand My Ground
Chorus
Chorus"
The Cross	https://www.allthelyrics.com/lyrics/within_temptation/the_cross-lyrics-1026942.html	Heart Of Everything	"The Cross
Nothing's ever changed, Just a turn away
You've washed your hands
You've made that all too clear
You just keep on living this lie
You refuse to see I'm in agony
The cross I bear
But you don't seem to care
Even Judas knew he had lied
I keep wondering why I'm still calling your name through my tears
Why have you waited to embrace me, my dear?
Cold is your silence, denying what is real
I'm still wondering why I'm still calling your name, my dear
I'm sorry if you can't stand the naked truth
All you see is how you want it to be
So you keep on living your lie
Release me from this cross after all these years
Call my name and help me with this weight
Even though it comes far too late
I keep wondering why I'm still calling your name through my tears
Why have you waited to embrace me, my dear?
Cold is your silence, denying what is real
I'm still wondering why I'm still calling your name
And I wonder, oh I wonder
If my heart is too hold/cold, can we open the door?
Can we ever find it all and save my heart?
Why have you waited to embrace me, my dear?
Cold is your silence, denying what is real
I'm still wondering why I'm still calling your name, my dear"
The Dance	https://www.allthelyrics.com/lyrics/within_temptation/the_dance-lyrics-39489.html	The Dance	"Someone is dancing on my grave
Sending shivers down my spine.
I hear a laugh, it awoke my soul
The wind takes the leaves where he
Wants them to go
His tunes enchant our world,
Our thoughts and leaves us frozen
In this heart of mine
It's you I find
Take my hand
I'll take you to the promised land
You're the one
I hear a laugh, it awoke my soul
The wind takes the leaves where he
Wants them to go
His tunes enchant our world,
Our thoughts and leaves us frozen
Take my hand
I'll take you to the promised land
Nevil, whatever you have done, these tears
Will fade
Nevil, where ever have you gone,
Please have faith"
The Gatekeeper	https://www.allthelyrics.com/lyrics/within_temptation/the_gatekeeper-lyrics-39533.html	Enter	"The shadows of the night,
are unleashed ageinn.
Where their greed begins
the end is near.
A morbid hunger for blood,
lies in their cold black eyes
They've come to take ouur lifes away.
One by one they died.
A massacre that took all night
They had no chance, it was no fight
You can't kil what has been killed before,
They died...
With shadows on its tale.
He steppedThrough the portal,
locked the door and ate the key.
With his life they took their way to freedom,
and be became the final keeper of the key."
The Heart Of Everything	https://www.allthelyrics.com/lyrics/within_temptation/the_heart_of_everything-lyrics-1002428.html	Heart Of Everything	"The Heart Of Everything
For the pain and the sorrow
Caused by my mistakes
When we're back to immortal
Whom is all to blame?
Now I know I will make it
There will be a time
We'll get back our freedom
They can't fake what's inside
I'll face it
Cause it's the heart of everything
Open up your eyes
Save yourself from fading away now
Don't let it go
Open up your eyes
See what you've become, don't sacrifice
It's truly heart of everything
Open up your eyes
Stay with me, now I'll face it
By the solemn hour
Very soon i'll embrace you
On the other side
Hear the crowd in the distance
Screaming out my faith
Now the voice's are fading
I can feel no more pain
I'll face it
Cause it's the heart of everything
Open up your eyes
Save yourself, from fading away now
Don't let it go
Open up your eyes
See what you've become, don't sacrifice
It's truly the heart of everything
Open up your eyes
Open up your eyes
Open up your eyes
Save yourself, from fading away now
Don't let it go
Open up your eyes
See what you've become, don't sacrifice
It's truly the heart of everything"
The Howling	https://www.allthelyrics.com/lyrics/within_temptation/the_howling-lyrics-1002429.html	Heart Of Everything	"We've been seeing what you want,
You've got us cornered right now
Falling asleep from our vanity
May cost us our lives
I hear them getting closer
Their howls are sending chills down my spine
Time is running out now,
They're coming down the hills from behind
When we start killing
It's all coming down right now
From the night that we've created
I wanna be awakened somehow
(I wanna be awakened right now)
When we start killing
It all will be falling down
From the hell that we're in
All we are is fading away
When we start killing
We've been searching on and on
But there's no trace to be found
It's like they all have just vanished
But I know they're around
I feel them getting closer
The howls are sending chills down my spine
Time is running out now
They're coming down the hills from behind
When we start killing
It's all coming down right now
From the night that we've created
I wanna be awakened somehow
(I wanna be awakened right now)
When we start killing
It all will be falling down
From the hell that we're in
All we are is fading away
When we start killing
When we start killing!
I feel them getting closer
The howls are sending chills down my spine
Time is running out now
They're coming down the hills from behind
The sun is rising
The screams have gone
Too many have fallen
Few still stand tall
Is this the ending
Of what we've begun?
Will we remember
What we've done wrong?
When we start killing
It's all coming down right now
From the night that we've created
I wanna be awakened somehow
(I wanna be awakened right now)
When we start killing
It all will be falling down
From the hell that we're in
All we are is fading away
When we start killing
When we start killing!"
The Other Half (Of Me)	https://www.allthelyrics.com/lyrics/within_temptation/the_other_half_of_me-lyrics-39488.html	The Dance	"Over the hills, lies a new beginning
Over the hills
Over the hills, there is a way I know it
Over the hills
You can't bring all the gloom
Your heart is frayed and so empty
You glorify the future
Living in a different world than me
The journey ends in death
You are giving up so easily
You are the other half of me
Over the hills [4x]
We are drifting apart
Chilled to the marrow, cause you don't want to go
Cause we've got a different wish at heart
The amulet guides us to the other side
When I go down it's you who'll bleed
I'm not scared to die, as long as I'm with you
You are the other half of me
Over the hills, lies a new beginning
Over the hills
Over the hills, there's a way I know it
Over the hills"
The Promise	https://www.allthelyrics.com/lyrics/within_temptation/the_promise-lyrics-39482.html	Mother Earth	"On behalf of her love
She no longer sleeps
Life no longer had meaning
Nothing to make her stay
She sold her soul away
I held you tight to me
But you slipped away
You promised to return to me
And I believed, I believed
After the night he died
I wept my tears until they dried
But the pain stayed the same
I didn't want him to die all in vain
I made a promise to revenge his soul in time
I'll make them bleed at my feet
Sometimes I wonder
Could I have known their true intentions?
As the pain stayed the same
I'm going to haunt them down all the way
I made a promise to revenge his soul in time
One by one they were surprised"
The Swan Song	https://www.allthelyrics.com/lyrics/within_temptation/the_swan_song-lyrics-579239.html	The Silent Force	"Winter Has Come For Me, Can't Carry On
The Chains To My Life Are Strong But Soon They'll Be gone
I'll Spread My Wings One More Time
Chorus
Is It A Dream?
All The Ones I Have Loved Calling Out My Name
The Sun Warms My Face
All The Days Of My Life, I See Them Passing Me By
In My Heart I know I Can Let Go
In The End I Will Find Some Peace Inside
New Wings Are Growing Tonight
Chorus
As I Am Soaring I'm One With The Wind
I Am Longing To See You Again, It's Been So Long
We Will Be Together Again
Chorus"
The Truth Beneath The Rose	https://www.allthelyrics.com/lyrics/within_temptation/the_truth_beneath_the_rose-lyrics-1026943.html	Heart Of Everything	"The Truth Beneath The Rose
Give me strength to face the truth
The doubt within my soul
No longer I can justify
The bloodshed in his name
Is it a sin to seek the truth, the truth beneath the rose?
Pray with me so I will find the gate to Heaven's door
I believed it would justify the means
It had a hold over me
Blinded to see
The cruelty of the beast
Here is the darkest side of me
(Forgive me my sins)
The field of my dreams
Deceived all I have seen
Forgive me for what I have been
(Forgive me my sins)
Pray for me 'cause I have lost my faith in holy wars
This paradise denied to me 'cause I can't take no more
Has darkness taken over me
Consumed my mortal soul?
All my virtues sacrificed
Can Heaven be so cruel?
I believed it would justify the means
It had a hold over me
(Forgive me my sins)
Blinded to see
The cruelty of the beast
Here is the darkest side of me
(Forgive me my sins)
The field of my dreams
Deceived all I have seen
Forgive me for what I have been
(Forgive me my sins)
I'm hoping, I'm praying
I won't get lost between two hearts
Follow a sin
The truth lies in between
Give me the strength to face the wrong that I have done
Now that I know
The darkest side of me
How can blood be your salvation
And justify the pain
That we have caused throughout the times
Will I learn what's truly sacred
Will I redeem my soul
Will truth set me free
Blinded to see
The cruelty of the beast
Here is the darkest side of me
(Forgive me my sins)
The field of my dreams
Deceived all I have seen
Forgive me for what I have been
(Forgive me my sins)"
Towards The End	https://www.allthelyrics.com/lyrics/within_temptation/towards_the_end-lyrics-900455.html	The Silent Force	"The Turn Against
The World We Know
Now Our Destiny
Will Be Decided
We Have To Send Our Brothers In Arms
With Pain In Our Heart
We Watched Them Go
Will They Return?
Truth Is We Had No Choice
We'll Try To Shield Those We Can
No Better World
Let This End
Mothers Cry
Our Boys Die
But We'll Stand 'Till The End"
What Have You Done	https://www.allthelyrics.com/lyrics/within_temptation/what_have_you_done-lyrics-965868.html	Heart Of Everything	"What have you done now?
I know I better stop trying
You know that there's no denying
I won't show mercy on you now
I know I should stop beleiving
I know that there's no retreating
It's over now
What have you done?
What have you done now?
I've been waiting for someone like you
But now you are slipping away
(what have you done now?)
Why? Why does fate make us suffer?
There's a curse between us
Between me and you
What have you done?
Would you mind if I killed you?
Would you mind if I tryed to cause you have
Turned into my worst enemy?
You carry hate that I feel
It's over now
What have you done?
What have you done now?
I've been waiting for someone like you
But now you are slipping away
(what have you done now?)
Why? why does fate make us suffer?
There's a curse between us
Between me and you
What have you done?
I've been fool
Won't let it go
We will be free when it ends
I've been waiting for someone like you
But now you are slipping away
(what have you done now?)
Why? why does fate make us suffer?
There's a curse between us
Between me and you"
What Have You Done (Feat. Keith Caputo)	https://www.allthelyrics.com/lyrics/within_temptation/what_have_you_done_feat_keith_caputo-lyrics-1260047.html	Heart Of Everything	"Would you mind if I hurt you?
Understand that I need to
Wish that I had other choices
Than to harm the one I love
What have you done now?
I know I'd better stop trying
You know that there's no denying
I won't show mercy on you now
I know I should stop believing
I know that there's no retrieving
It's over now
What have you done?
What have you done now?
I, I've been waiting for someone like you
But now you are sleepping away
What have you done now?
Why, Why does fate make us suffer
There's a curse between us
Between me and you
What have you done?
What have you done now?
What have you done ?
What have you done now?
Would you mind if I killed you?
Would you mind if I tried to
Cause you have turned into my worst enemy?
You carry hate that I feel
It's over now
What have you done
What have you done now
I, I've been waiting for someone like you
But now you are sleepping away
What have you done now?
Why, Why does fate make us suffer
There's a curse between us
Between me and you
What have you done?
What have you done now?
What have you done?
What have you done now?
I will not fall
Won't let it go
We will be free
When it ends
I, I've been waiting for someone like you
But now you are sleepping away
What have you done now?
Why, Why does fate make us suffer
There's a curse between us
Between me and you"
World Of Make Believe	https://www.allthelyrics.com/lyrics/within_temptation/world_of_make_believe-lyrics-325532.html	Mother Earth	"On golden wings
She flies at night
With her dress
It's blinding white
Countless diamonds
And her long blonde hair
The queen is coming
So you better be aware
Her plums and flowers
They're never the same
Blue and silver
It's all her game
Flying dragons
And enchanted woods
She decides, she creates
It's her reality
[REF:] In her world of dreams and make believe
She reigns forever
With all her glory
Unicorns appear in her sight
The fireflies lead her trough these woods at night
In search of the legendary amulet
And it's secret
In the big oak there is a door
Which will lead her
To the wizard shore
And she'll ask him
For the wind to sail her home
To the world where she belongs
[REF:] In her world of dreams and make believe
She reigns forever
With all her glory
In this world of endless fantasy
She makes it happen
It's her reality
[REF:] In her world of dreams and make believe
She reigns forever
With all her glory
In this world of endless fantasy
She makes it happen
It's her reality"
