song	link	album	lyrics
Curses, Invocations	https://www.allthelyrics.com/lyrics/doors/curses_invocations-lyrics-60585.html	An American Prayer	"Curses, Invocations
Weird bate-headed mongrels
I keep expecting one of you to rise
Large buxom obese queen
Garden hogs and cunt veterans
Quaint cabbage saints
Shit hoarders and individualists
Drag strip officials
Tight lipped losers and
Lustful fuck salesman
My militant dandies
All strange orders of monsters
Hot on the tail of the woodvine
We welcome you to our procession
Here come the Comedians
look at them smile
Watch them dance an Indian mile
Look at them gesture
How aplomb
So to gesture everyone
Words dissemble
Words be quick
Words resemble walking sticks
Plant them they will grow
Watch them waver so
I'll always be a word man
Better then a bird man"
Dawn's Highway	https://www.allthelyrics.com/lyrics/doors/dawns_highway-lyrics-60592.html	An American Prayer	"Indians scattered on dawn's highway bleeding
Ghosts crowd the young child's fragile eggshell mind.
Me and my -ah- mother and father - and a
Grandmother and a grandfather - were driving through
The desert, at dawn, and a truck load of Indian
Workers had either hit another car, or just - I don't
Know what happened - but there were Indians scattered
All over the highway, bleeding to death.
So the car pulls up and stops. That was the first time
I tasted fear. I musta' been about four - like a child is
Like a flower, his head is just floating in the
Breeze, man.
The reaction I get now thinking about it, looking
Back - is that the souls of the ghosts of those dead
Indians...maybe one or two of 'em...were just
Running around freaking out, and just leaped into my
Soul. And they're still in there.
Indians scattered on dawn's highway bleeding
Ghosts crowd the young child's fragile eggshell mind.
Blood in the streets in the town of New Haven
Blood stains the roofs and the palm trees of Venice
Blood in my love in the terrible summer
Bloody red sun of Phantastic L.A.
Blood screams her brain as they chop off her fingers
Blood will be born in the birth if a nation
Blood is the rose of mysterious union
Blood on the rise, it's following me.
Indian, Indian what did you die for?
Indian says, nothing at all."
Dead Cats, Dead Rats	https://www.allthelyrics.com/lyrics/doors/dead_cats_dead_rats-lyrics-448759.html	Absolutely Live	"Dead cats, dead rats
Can't see what they were at, all right
Dead cat in a top hat, wow
Sucking on the young man's blood
Wishing he could come, yeah
Sucking on the soldier's brain
Wishing it would be the same
Dead cat, dead rat
Can't you see what they were at?
Fat cat in a top hat
Thinks he's an aristocrat
Thinks he can kill and slaughter
Thinks he can shoot my daughter
Yeah right! Oh yeah!
Oh right! Yeeah!
Dead cats, dead rats
Think they're an aristocrat
Crap, now that's crap!"
Do It	https://www.allthelyrics.com/lyrics/doors/do_it-lyrics-26397.html	The Soft Parade	"Yuppa tuppa ta ta
Yuppa tuppa chic ta
Do thang, do thang
Do tuppa thang cho
Rikki te tatar
Te teen tar
De dow dow
Ha, ha, ha, ha
Ha, ha, ha, ha
Yeah
Yeah please me, yeah
Easy, babe
Please me
Please, please listen to me children
Please, please listen to me children
Please, please listen to me children
Said please, please listen to me children
You are the ones who will rule the world
Listen to me children
Listen to me children
Please, please listen to me children
Please, please listen to me children
You are the ones who will rule the world, ha
You gotta please me
All night
Please, please listen to me children
Said please, please listen to me children
Please, yeah, please me
I'm askin' you
Please, please listen to me children
Please, please listen to me children
Please, please listen to me children
Please, my children
Please, children
Please, children"
Don't Go No Farther	https://www.allthelyrics.com/lyrics/doors/dont_go_no_farther-lyrics-258850.html	The Doors	"You need meat - go to the market.
You need bread - try the bakery.
You need loving - look here, baby.
I got just what you need.
[Chorus:]
I got to love somebody
I got to love somebody,
I got to love somebody,
Somebody don't love me.
You need money - go to the bank, dear.
You need honey - look to the bee.
You need loving - come on here, woman.
Well, I got just what you need.
[Chorus]
Oh, play it now!
You need meat - go to the market.
You need bread - try the bakery.
And you need loving - come on here, baby.
Well, I got just what you need.
I want to love somebody,
Yeah, love somebody,
I got to love somebody,
Somebody got to love me.
Play your guitar!
You need money - go to the bank, dear.
If you need honey - go find a bee.
If need loving - well, I'm your doctor.
I've got people sick on what you need.
[Chorus]"
Easy Ride	https://www.allthelyrics.com/lyrics/doors/easy_ride-lyrics-26398.html	The Soft Parade	"And I know
It will be
An easy ride, all right
And I know
It will be
Easy ride, ok
The mask that you wore
My fingers would explore
Costume of control
Excitement soon unfolds
And I know
It will be
Easy ride, yeah
Joy, for vaguely
Which' your pride
Which' your pride, yeah
Black polished stone
Black polished stone
I see your eyes
Like burnin' glass
Like burnin' glass
Hear you smile, smile, babe
The mask that you wore
My fingers would explore
Costume of control
Excitement soon unfolds, hey
Easy, baby
Call the queen, now
Be my bride
Ragin' darkness
By my side
Seize the summer
In your pride
Take the winter
In your stride
Let's ride, yeah
Easy, easy, easy
Easy, easy, ease, easy
Yeah, yeah, ride
Dum, dum, dum, dum
Dum, dum, dum
Ride"
End Of The Night	https://www.allthelyrics.com/lyrics/doors/end_of_the_night-lyrics-26370.html	The Doors	"Take the highway to the end of the night
End of the night, end of the night
Take a journey to the bright midnight
End of the night, end of the night
Realms of bliss, realms of light
Some are born to sweet delight
Some are born to sweet delight
Some are born to the endless night
End of the night, end of the night
End of the night, end of the night
Realms of bliss, realms of light
Some are born to sweet delight
Some are born to sweet delight
Some are born to the endless night
End of the night, end of the night
End of the night, end of the night"
End Of The Night (Demo Version)	https://www.allthelyrics.com/lyrics/doors/end_of_the_night_demo_version-lyrics-1135069.html	The Doors	"Take the highway to the end of the night.
End of the night, end of the night.
Take a journey to the bright midnight.
End of the night, end of the night.
Realms of bliss, realms of light
Some are born to sweet delight
Some are born to sweet delight
Some are born to the endless night.
End of the night, end of the night .
End of the night, end of the night.
Realms of bliss, realms of light
Some are born to sweet delight
Some are born to sweet delight
Some are born to the endless night.
End of the night, end of the night.
End of the night, end of the night."
End [live]	https://www.allthelyrics.com/lyrics/doors/end_live-lyrics-374201.html	Essential Rarities	"This is the end
Beautiful friend
This is the end
My only friend, the end
Of our elaborate plans, the end
Of everything that stands, the end
No safety or surprise, the end
I'll never look into your eyes...again
Can you picture what will be
So limitless and free
Desperately in need...of some...stranger's hand
In a...desperate land
Lost in a Roman...wilderness of pain
And all the children are insane
All the children are insane
Waiting for the summer rain, yeah
There's danger on the edge of town
Ride the King's highway, baby
Weird scenes inside the gold mine
Ride the highway west, baby
Ride the snake, ride the snake
To the lake, the ancient lake, baby
The snake is long, seven miles
Ride the snake...he's old, and his skin is cold
The west is the best
The west is the best
Get here, and we'll do the rest
The blue bus is callin' us
The blue bus is callin' us
Driver, where you taken' us
The killer awoke before dawn, he put his boots on
He took a face from the ancient gallery
And he walked on down the hall
He went into the room where his sister lived, and...then he
Paid a visit to his brother, and then he
He walked on down the hall, and
And he came to a door...and he looked inside
Father, yes son, I want to kill you
Mother...I want to...fuck you
C'mon baby, take a chance with us
C'mon baby, take a chance with us
C'mon baby, take a chance with us
And meet me at the back of the blue bus
Doin' a blue rock
On a blue bus
Doin' a blue rock
C'mon, yeah
Kill, kill, kill, kill, kill, kill
This is the end
Beautiful friend
This is the end
My only friend, the end
It hurts to set you free
But you'll never follow me
The end of laughter and soft lies
The end of nights we tried to die
This is the end"
Five To One	https://www.allthelyrics.com/lyrics/doors/five_to_one-lyrics-26393.html	Waiting For The Sun	"Yeah, c'mon
Love my girl
She lookin' good
C'mon
One more
Five to one, baby
One in five
No one here gets out alive, now
You get yours, baby
I'll get mine
Gonna make it, baby
If we try
The old get old
And the young get stronger
May take a week
And it may take longer
They got the guns
But we got the numbers
Gonna win, yeah
We're takin' over
Come on!
Yeah!
Your ballroom days are over, baby
Night is drawing near
Shadows of the evening crawl across the years
Ya walk across the floor with a flower in your hand
Trying to tell me no one understands
Trade in your hours for a handful dimes
Gonna' make it, baby, in our prime
Come together one more time
Get together one more time
Get together one more time
Get together, aha
Get together one more time!
Get together one more time!
Get together one more time
Get together one more time
Get together, gotta, get together
Ohhhhhhhh!
Hey, c'mon, honey
You won't have along wait for me, baby
I'll be there in just a little while
You see, I gotta go out in this car with these people and...
Get together one more time
Get together one more time
Get together, got to
Get together, got to
Get together, got to
Take you up in my room and...
Hah-hah-hah-hah-hah
Love my girl
She lookin' good, lookin' real good
Love ya, c'mon"
Five To One (Live At The Dinner Key Auditorium, Miami, 1969)	https://www.allthelyrics.com/lyrics/doors/five_to_one_live_at_the_dinner_key_auditorium_miami_1969-lyrics-600969.html	Waiting For The Sun	"Five to one, baby, one in five
No one here gets out alive
You get yours, baby, I'll get mine
Gonna make it, baby, if we try.
The old get older and the young get stronger
May take a week and it may take longer.
They got the guns, but we got the numbers
Gonna win, yeah, we're taking over.
Your ballroom days are over, baby
Night is drawing near
Shadows of the evening crawl across the years.
You walk across the floor with flowers in your hands
Trying to tell me no one understands
Trade in your hours for a handful of dimes
Gonna make it baby in our prime.
Get together one more time
Get together one more time
Get together one more time."
Gloria	https://www.allthelyrics.com/lyrics/doors/gloria-lyrics-258851.html	The Doors	"Yeah, right.
Did you hear about my baby? She come around,
She come round here, her head to the ground?
Come round here just about midnight,
She makes me feel so good, make me feel all right.
She come round my street, now
She come to my house
Knock upon my door
Climbing up my stairs - one, two, three
Come on baby
Here she is in my room, oh boy
Hey what's your name?
How old are you?
Where'd you go to school?
Well, now that we know each other a little bit better,
Why don't you come over here and make me feel all right!
[Chorus:]
Gloria - g-l-o-r-i-a
Gloria - g-l-o-r-i-a
Gloria - g-l-o-r-i-a
Gloria - g-l-o-r-i-a
You were my queen and I was your fool,
Riding home after school.
You took me home
To your house.
Your father's at work,
Your mama's out shopping around.
Check me into your room.
Show me your thing.
Why'd you do it baby?
Getting softer - slow it down, etc.
Now you show me your thing.
Wrap your legs around my neck,
Wrap your arms around my feet,
Wrap your hair around my skin.
I'm gonna huh - all right, ok, yeah.
It's getting harder - It's getting too darn fast, etc.
Come on, now, let's get it on.
Too late, too late, too late, too late, too late,
Make me feel all right!
[Chorus]
Keep the whole thing going, baby!"
Go Insane	https://www.allthelyrics.com/lyrics/doors/go_insane-lyrics-133219.html	-	"Once I had a little game
I liked to crawl back in my brain
I think you know the game I mean
I mean the game called 'go insane'
Now you should try this little game
Just close your eyes forget your name
Forget the world, forget the people
And we'll erect a different steeple.
This little game is fun to do.
Just close your eyes, i'm going too.
And I'm right here, no way to lose.
Release control, we're breaking through"
Go Insane (Demo Version)	https://www.allthelyrics.com/lyrics/doors/go_insane_demo_version-lyrics-600970.html	-	"Once I had a little game
I liked to crawl back in my brain
I think you know the game I mean
Well I mean the game called 'go insane'
Oohooh
Now you should try this little game
Just close your eyes forget your name
Forget the world, forget the people
And we'll erect a different steeple
This little game is fun to do
Just close your eyes, I'm going too
And I'm right there, no way to lose
Release control, we're breaking through
Once I had a little game
I liked to crawl back in my brain
I think you know the game I mean
I mean the game called 'go insane'
Ooohooh"
Graveyard Poem	https://www.allthelyrics.com/lyrics/doors/graveyard_poem-lyrics-258857.html	The Doors	"It was the greatest night of my life.
Although I still had not found a wife
I had my friends
Right there beside me.
We were close together.
We tripped the wall and we scaled the graveyard
Ancient shapes were all around us.
The wet dew felt fresh beside the fog.
Two made love in an ancient spot
One chased a rabbit into the dark
A girl got drunk and balled the dead
And I gave empty sermons to my head.
Cemetary, cool and quiet
Hate to leave your sacred lay
Dread the milky coming of the day."
Hello To The Cities (Live On The Ed Sullivan Show, 1967)	https://www.allthelyrics.com/lyrics/doors/hello_to_the_cities_live_on_the_ed_sullivan_show_1967-lyrics-600972.html	Essential Rarities	"(And now: The Doors
Here they are
With their newest hot record!)
Well, we gonna stop the show
We're gonna stop the show
Hello Detroit
Hello Salt Lake
Hello Washington D.C.
How ya doin'
Minneapolis
How are ya doin'
Hey Seattle
Nice to see ya
Dallas, Texas
Hi y'all"
Hello To The Cities (Live)	https://www.allthelyrics.com/lyrics/doors/hello_to_the_cities_live-lyrics-600971.html	Essential Rarities	"(And now: The Doors
Here they are
With their newest hot record!)
Well, we gonna stop the show
We're gonna stop the show
Hello Detroit
Hello Salt Lake
Hello Washington D.C.
How ya doin'
Minneapolis
How are ya doin'
Hey Seattle
Nice to see ya
Dallas, Texas
Hi y'all"
Hello, I Love You	https://www.allthelyrics.com/lyrics/doors/hello_i_love_you-lyrics-26383.html	Waiting For The Sun	"Hello, I love you
Won't you tell me your name?
Hello, I love you
Let me jump in your game
Hello, I love you
Won't you tell me your name?
Hello, I love you
Let me jump in your game
She's walking down the street
Blind to every eye she meets
Do you think you'll be the guy
To make the queen of the angels sigh?
Hello, I love you
Won't you tell me your name?
Hello, I love you
Let me jump in your game
Hello, I love you
Won't you tell me your name?
Hello, I love you
Let me jump in your game
She holds her head so high
Like a statue in the sky
Her arms are wicked, and her legs are long
When she moves my brain screams out this song
Sidewalk crouches at her feet
Like a dog that begs for something sweet
Do you hope to make her see, you fool?
Do you hope to pluck this dusky jewel?
Hello, Hello, Hello, Hello, Hello, Hello, Hello
I want you
Hello
I need my baby
Hello, Hello, Hello, Hello"
Hello, I Love You [demo Version]	https://www.allthelyrics.com/lyrics/doors/hello_i_love_you_demo_version-lyrics-323933.html	Essential Rarities	"Hello, I love you, won't you tell me your name.
Hello, I love you, let me jump in your game.
Hello, I love you, won't you tell me your name.
Hello, I love you, let me jump in your game.
She's walking down the street
Blind to every eye she meets.
Do you think you'll be the guy
To make the queen of the angels sigh?
Hello, I love you, won't you tell me your name.
Hello, I love you, let me jump in your game.
Hello, I love you, won't you tell me your name.
Hello, I love you, let me jump in your game.
She holds her head so high
Like a statue in the sky.
Her arms are wicked and her legs are long
When she moves, my brain screams out this song.
Sidewalk crouches at her feet
Like a dog that begs for something sweet.
Do you hope to make her see, you fool?
Do you hope to pluck this dusky jewel?
Hello, hello, hello, hello, hello, hello, hello
I want you
I need my baby, yeah."
Horse Latitudes	https://www.allthelyrics.com/lyrics/doors/horse_latitudes-lyrics-26377.html	Strange Days	"When the still sea conspires an armor
And her sullen and aborted
Currents breed tiny monsters
True sailing is dead
Awkward instant
And the first animal is jettisoned
Legs furiously pumping
Their stiff green gallop
And heads bob up
Poise
Delicate
Pause
Consent
In mute nostril agony
Carefully refined
And sealed over"
House Announcer	https://www.allthelyrics.com/lyrics/doors/house_announcer-lyrics-448758.html	Absolutely Live	"All right, wait a second.
We have a long show, we have a hell of a show for you. A beautiful thing.
All right, now look, look, we've...we've seen a lot of things happened in the city,
and everything's turned around. Everything's beautiful.
Nobody thought we'd be able to bring the Doors here, and we did.
But we've got a couple of thi... Wait a second man!
Look, we've just got a couple of little things that we've gotta tell you about.
The fire-marshal is not gonna let this show go on,
and I just had a long meeting with him, and man,
this is no joke, you either gotta sit down, and you gotta go back to your seats,
you gotta make isles, and that's it man. You gotta move back.
Hey look! Hey look!
Wait a second, hold on! Let's have a little help, man.
Come on, everybody go back to their seats. People are gonna get hurt up here,
they're gonna pass out.
Now we don't want that man, and the Doors don't want that either.
Ladies and gentlemen, the Doors!
Now hold it, we've gotta tune up.
Hey Philadelphia!
Do you feel all right?"
Hyacinth House	https://www.allthelyrics.com/lyrics/doors/hyacinth_house-lyrics-26420.html	L.A. Woman	"What are they doing in the Hyacinth House?
What are they doing in the Hyacinth House?
To please the lions in this day
I need a brand new friend who doesn't bother me
I need a brand new friend who doesn't trouble me
I need someone and who doesn't need me
I see the bathroom is clear
I think that somebody's near
I'm sure that someone is following me, oh yeah
Why did you throw the Jack of Hearts away?
Why did you throw the Jack of Hearts away?
It was the only card in the deck that I had left to play
And I'll say it again, I need a brand new friend
And I'll say it again, I need a brand new friend
And I'll say it again, I need a brand new friend, the end"
Hyacinth House [demo Version]	https://www.allthelyrics.com/lyrics/doors/hyacinth_house_demo_version-lyrics-324156.html	Essential Rarities	"What are they doing in the Hyacinth House?
What are they doing in the Hyacinth House?
To please the lions in this day
I need a brand new friend who doesn't bother me
I need a brand new friend who doesn't trouble me
I need someone and who doesn't need me
I see the bathroom is clear
I think that somebody's near
I'm sure that someone is following me, oh yeah
Why did you throw the Jack of Hearts away?
Why did you throw the Jack of Hearts away?
It was the only card in the deck that I had left to play
And I'll say it again, I need a brand new friend
And I'll say it again, I need a brand new friend
And I'll say it again, I need a brand new friend, the end"
I Can't See Your Face	https://www.allthelyrics.com/lyrics/doors/i_cant_see_your_face-lyrics-1094968.html	Strange Days	"I cant see your face in my mind
I cant see your face in my mind
Carnival dogs consume the lines
Cant see your face in my mind
Don't you cry
Baby
Please don't cry
And dont look at me with your eyes
I cant seem to find the right lie
I cant seem to find the right lie
Insanity's horse adorns the sky
Can't seem to fing the right lie
Carnival dogs consume the lines
Cant see your face in my mind
Don't you cry
Baby
Please dont cry
I won't need your picture
Until we say good-bye"
I Can't See Your Face In My Mind	https://www.allthelyrics.com/lyrics/doors/i_cant_see_your_face_in_my_mind-lyrics-26381.html	Strange Days	"I can't see your face in my mind
I can't see your face in my mind
Carnival dogs
Consume the lines
Can't see your face in my mind
Don't you cry
Baby, please don't cry
And don't look at me
With your eyes
I can't seem to find the right lie
I can't seem to find the right lie
Insanity's horse
Adorns the sky
Can't seem to find the right lie
Carnival dogs
Consume the lines
Can't see your face in my mind
Don't you cry
Baby, please don't cry
I won't need your picture
Until we say goodbye"
I Can't See Your Face In My Mind (Live At The Matrix, San Francisco, 1967)	https://www.allthelyrics.com/lyrics/doors/i_cant_see_your_face_in_my_mind_live_at_the_matrix_san_francisco_1967-lyrics-1029700	Strange Days	"I can't see your face in my mind
Carnival dogs
Consume the lines
Can't see your face in my mind.
Don't you cry.
Baby, please don't cry--
And don't look at me
With your eyes.
I can't seem to find the right lie
Insanity's horse
Adorns the sky
Can't seem to find the right lie.
Carnival dogs
Consume the lines
Can't see your face in my mind.
Don't you cry.
Baby, please don't cry.
I won't need your picture
Until we say goodbye."
I Looked At You	https://www.allthelyrics.com/lyrics/doors/i_looked_at_you-lyrics-26369.html	The Doors	"I looked at you
You looked me
I smiled at you
You smiled at me
And we're on our way
No we can't turn back, babe
Yeah, we're on our way
And we can't turn back
'Cause it's too late
Too late, too late
Too late, too late
And we're on our way
No we can't turn back, babe
Yeah, we're on our way
And we can't turn back, yeah
C'mon, yeah!
I walked with you
You walked with me
I talked to you
You talked to me
And we're on our way
No we can't turn back, yeah
Yeah, we're on our way
And we can't turn back, yeah
'Cause it's too late
Too late, too late
Too late, too late
And we're on our way
No we can't turn back
Yeah, we're on our way
And we can't turn back
'Cause it's too late
Too late, too late
Too late, too late"
I Will Never Be Untrue	https://www.allthelyrics.com/lyrics/doors/i_will_never_be_untrue-lyrics-60561.html	The Doors	"I Will Never Be Untrue
I will never be untrue
Do anything you would want me to
Never stay out drinking
no later than two
(two thirty...)
I will never treat you mean
and I won't cause no kind of scene
Tell you all the people
all the places I have been
I will always treat you kind
try to give you peace of mind
Only you tell me that you love me
one more time
Now darling
please don't be sad
Don't run off like that
when you get mad
Cause if you do
you gonna lose
the best friend
that you ever had
That's no lie...
I will never be untrue
Do everything you want me to do
Bring all my loving all my money
bring it all home to you
I never be untrue"
I Will Never Be Untrue (Live At The Aquarius Theater, Hollywood, 1970)	https://www.allthelyrics.com/lyrics/doors/i_will_never_be_untrue_live_at_the_aquarius_theater_hollywood_1970-lyrics-600973.html	Essential Rarities	"I will never be untrue
Do anything you would want me to
Never stay out drinking
no later than two
(two thirty...)
I will never treat you mean
and I won't cause no kind of scene
Tell you all the people
all the places I have been
I will always treat you kind
try to give you peace of mind
Only you tell me that you love me
one more time
Now darling
please don't be sad
Don't run off like that
when you get mad
Cause if you do
you gonna lose
the best friend
that you ever had
That's no lie...
I will never be untrue
Do everything you want me to do
Bring all my loving all my money
bring it all home to you"
I'm A King Bee	https://www.allthelyrics.com/lyrics/doors/im_a_king_bee-lyrics-783910.html	The Doors	"Well I'm a king bee, want you to be my queen
Well I'm a king bee baby, want you to be my queen
Together we can make honey, the world ever never seen
I'm young and able to buzz all night long
I'm young and able to buzz all night long
Well when you hear me buzzin' baby, some stinging is going on
Well I'm a king bee, buzzing around your hive
Well I'm a king bee, buzzing around your hive
Well I can make honey baby, let me come inside
Well I'm a king bee, can buzz all night long
Well I'm a king bee, can buzz all night long
Well I can buzz better baby, when your man is gone"
Indian Summer	https://www.allthelyrics.com/lyrics/doors/indian_summer-lyrics-26412.html	Morrison Hotel	"I love you, the best
Better than all the rest
I love you, the best
Better than all the rest
That I meet in the summer
Indian summer
That I meet in the summer
Indian summer
I love you, the best
Better than all the rest"
Inside Out	https://www.allthelyrics.com/lyrics/doors/inside_out-lyrics-133221.html	-	"Inside Out---the bee gees
Baby, I can´t figure it out
Your kisses taste like honey
Sweet lies don´t gimme no rise
Oh, oh what you´re trying to do?
Livin´ on your cheatin´
and the pain grows inside me
It´s enough to leave me crying in the rain
Love you forever but you´re
driving me insane
and I´m hanging on
Oh, oh, I´ll win, I´ll never give in
Our love has got the power
Too many lovers in one lifetime
ain´t good for you
You treat me like a vision in the night
Someone there to stand behind you
When your world ain´t working right
I ain´t no vision, I am the man
who loves you inside out
backwards and forwards with
my heart hanging out
I love no other way
What am I gonna do if we lose that fire?
Wrap myself up and take me home again
Too many heartaches in one
lifetime ain´t good for me
I figure it´s the love that keeps you warm
Let this moment be forever
we won´t ever feel the storm
I ain´t no vision, I am the man
who loves you inside out
backwards and forwards with
my heart hanging out
I love no other way
What am I gonna do if we lose that fire?
Don´t try to tell me it´s all over
I can´t hear a word I can´t hear a line
No man could love you more
And that´s what I´m cryin´ for
You can´t change the way I feel inside
You´re the reason for my laughter and my sorrow
Blow out the candle I will burn again tomorrow
No man on earth can stand
between my love and I
And no matter how you hurt me
I will love you till I die
I ain´t no vision, I am the man
who loves you inside out
backwards and forwards with
my heart hanging out
I love no other way
What am I gonna do if we lose that fire?"
L'America	https://www.allthelyrics.com/lyrics/doors/lamerica-lyrics-26419.html	L.A. Woman	"Yeeeaahh I took a trip down to L'America
To trade some beads for a pint of gold
I took a trip down to L'America
To trade some beads for a pint of gold
L'America, L'America, L'America
L'America, L'America, L'America
C'mon people, don't ya look so down
You know the rain man's comin' ta town
Change the weather, change your luck
And then he'll teach ya how ta...find yourself
L'America
Friendly strangers came to town
All the people put them down
But, the women loved their ways
Come again some other day
Like the gentle rain
Like the gentle rain that falls
I took a trip down to L'America
To trade some beads for a pint of gold
I took a trip down to L'America
To trade some beads for a pint of gold
L'America, L'America, L'America
L'America, L'America, L'America
L'America"
L.A. Woman	https://www.allthelyrics.com/lyrics/doors/la_woman-lyrics-26418.html	L.A. Woman	"Well, I just got into town about an hour ago
Took a look around, see which way the wind blow
Where the little girls in their Hollywood bungalows
Are you a lucky little lady in The City of Light
Or just another lost angel...City of Night
City of Night, City of Night, City of Night, woo, c'mon
L.A. Woman, L.A. Woman
L.A. Woman Sunday afternoon
L.A. Woman Sunday afternoon
L.A. Woman Sunday afternoon
Drive thru your suburbs
Into your blues, into your blues, yeah
Into your blue-blue Blues
Into your blues, ohh, yeah
I see your hair is burnin'Hills are filled with fire
If they say I never loved you
You know they are a liar
Drivin' down your freeways
Midnite alleys roamCops in cars, the topless bars
Never saw a woman...
So alone, so alone
So alone, so alone
Motel Money Murder Madness
Let's change the mood from glad to sadness
Mr. Mojo Risin', Mr. Mojo Risin'
Mr. Mojo Risin', Mr. Mojo Risin'
Got to keep on risin'
Mr. Mojo Risin', Mr. Mojo Risin'
Mojo Risin', gotta Mojo Risin'
Mr. Mojo Risin', gotta keep on risin'
Risin', risin'
Gone risin', risin'
I'm gone risin', risin'
I gotta risin', risin'
Well, risin', risin'
I gotta, wooo, yeah, risin'
Woah, ohh yeah
Well, I just got into town about an hour ago
Took a look around, see which way the wind blow
Where the little girls in their Hollywood bungalows
Are you a lucky little lady in The City of Light
Or just another lost angel...City of Night
City of Night, City of Night, City of Night, woah, c'mon
L.A. Woman, L.A. Woman
L.A. Woman, your my woman
Little L.A. Woman, Little L.A. Woman
L.A. L.A. Woman Woman
L.A. Woman c'mon"
Lament	https://www.allthelyrics.com/lyrics/doors/lament-lyrics-60582.html	An American Prayer	"Lament for my cock
Sore and crucified
I seek to know you
Aquiring soulful wisdom
You can open walls of mystery
Stripshow
How to aquire death in the morning show
TV death which the child absorbs
Deathwell mystery which makes me write
Slow train, the death of my cock gives life
Forgive the poor old people who gave us entry
Taught us god in the child's praye in the night
Guitar player
Ancient wise satyr
Sing your ode to my cock
Caress it's lament
Stiffen and guide us, we frozen
Lost cells
The knowledge of cancer
To speak to the heart
And give the great gift
Words Power Trance
This stable friend and the beast of his zoo
Wild haired chicks
Women flowering in their summit
Monsters of skin
Each color connects
To create the boat
Which rocks the race
Could any hell be more horrible
Than now
And real?
I touched her thigh and death smiled
Death, old friend
Death and my cock are the world
I can forgive my injuries in the name of
Wisdom Luxury Romance
Sentence upon sentence
Words are the healing lament
For the death of my cock's spirit
Has no meaning in the soft fire
Words got me the wound and will get me well
I you believe it
All join now and lament the death of my cock
A tounge of knowledge in the feathered night
Boys get crazy in the head and suffer
I sacrifice my cock on the alter of silence"
Land Ho!	https://www.allthelyrics.com/lyrics/doors/land_ho-lyrics-26409.html	Morrison Hotel	"Grandma loved a sailor, who sailed the frozen sea
Grandpa was that whaler and he took me on his knee
He said: ""Son, I'm going crazy from livin' on the land
Got to find my shipmates and walk on foreign sands""
This old man was graceful with silver in his smile
He smoked a briar pipe and he walked four country miles
Singing songs of shady sisters and old time liberty
Songs of love and songs of death and songs to set men free
Ya!
I've got three ships and sixteen men
A course for ports unread
I'll stand at mast, let north winds blow till half of us are dead
Land ho!
Well, if I get my hands on a dollar bill gonna buy a bottle and drink my fill
If I get my hands on a number five gonna skin that litlle girl alive
If I get my hand on a number two come back home and marry you
Marry you, marry you
Alright!
Land ho!
[improv out]"
Latino Chrome	https://www.allthelyrics.com/lyrics/doors/latino_chrome-lyrics-1029701.html	-	"The music was new
black polished chrome
And came over the summer
like liquid night.
The DJ's took pills to stay awake
and play for seven days
They went to the studio
And someone knew him
Someone knew the TV showman
He came to our homeroom party
and played records
And when he left in the hot noon sun
and walked to his car
We saw the chooks had written
F-U-C-K on his windshield
He wiped it off with a rag
and smiling cooly drove away
He's rich. Got a big car.
My gang will get you
Scenes of rape in the arroyo
Seduction in cars, abandoned buildings
Fights at the food stand
The dust
the shoes
Open shirts and raised collars
Bright sculptured hair.
Hey man, you want girls, pills, grass? C'mon...
I show you good time.
This place has everything. C'mon...
I show you."
Light My Fire	https://www.allthelyrics.com/lyrics/doors/light_my_fire-lyrics-26367.html	The Doors	"You know that it would be untrue
You know that I would be a liar
If I was to say to you
Girl, we couldn't get much higher
Come on baby, light my fire
Come on baby, light my fire
Try to set the night on fire
The time to hesitate is through
No time to wallow in the mire
Try now we can only lose
And our love become a funeral pyre
Come on baby, light my fire
Come on baby, light my fire
Try to set the night on fire, yeah
The time to hesitate is through
No time to wallow in the mire
Try now we can only lose
And our love become a funeral pyre
Come on baby, light my fire
Come on baby, light my fire
Try to set the night on fire, yeah
You know that it would be untrue
You know that I would be a liar
If I was to say to you
Girl, we couldn't get much higher
Come on baby, light my fire
Come on baby, light my fire
Try to set the night on fire
Try to set the night on fire
Try to set the night on fire
Try to set the night on fire"
