song	link	album	lyrics
Fight From The Inside	https://www.allthelyrics.com/lyrics/queen/fight_from_the_inside-lyrics-56099.html	News Of The World	"Hey you boy, hey you, hey you boy
Think that you know what you're doing?
You think you're gonna set things to rights
You're just another picture on a teenage wall
You're just another sucker ready for a fall
You gonna fight from the inside
Attack from the rear, fight from the inside
You can't win with your hands tied
Fight from the inside, fight from the inside
Right down the line
Hey you boy, hey you, hey you boy
Think that you know what you're doing?
You think that out in the streets is all true
You're just another, money spinner tool
You're just another, fool
You gotta fight from the inside
Attack from the rear, fight from the inside
You can't win with your hands tied
Fight from the inside, fight from the inside
Right down the line"
Flash	https://www.allthelyrics.com/lyrics/queen/flash-lyrics-56037.html	Greatest Hits	"Flash
Written by Brian May
Flash - ah - Saviour of the universe
Flash - ah - He'll save ev'ry one of us
- Seemingly there is no reason for these
- Extraordinary intergalactical upsets
- What's happening Flash ?
- Only Doctor Hans Zarkov formerly at NASA
- Has provided any explanation
Flash - ah - he's a miracle
- This morning's unprecedented solar eclipse
- Is no cause for alarm
Flash - ah - king of the impossible
He's for ev'ry one of us
Stand for ev'ry one of us
He'll save with a mighty hand
Ev'ry man ev'ry woman ev'ry child
With a mighty flash
- General Kala, Flash Gordon approaching
- What do you mean Flash Gordon approaching?
- Open fire - all weapons
- Despatch war rocket Ajax to bring back his body
Flash - ah
- Gordon's alive!
Flash - ah - he'll save ev'ry one of us
Just a man with a man's courage
He knows nothing but a man
But he can never fail
No one but the pure in heart
May find the golden grail
Oh oh - oh oh
- Flash Flash I love you
- but we only have fourteen hours to save the Earth
Flash"
Flash's Theme Reprise (Victory Celebrations)	https://www.allthelyrics.com/lyrics/queen/flashs_theme_reprise_victory_celebrations-lyrics-56039.html	Greatest Hits III	"Flash's Theme Reprise (Victory Celebrations)
Written by Brian May
He's for everyone of us
Stand for everyone of us
He'll save with a mighty hand
Every man every woman every child
He's the mighty flash
No-one but the pure in heart may find the golden grail
Oh oh - oh oh
Flash"
Flick Of The Wrist	https://www.allthelyrics.com/lyrics/queen/flick_of_the_wrist-lyrics-56189.html	Sheer Heart Attack	"Dislocate your spine if you don't sign
He says I'll have you seeing double
Mesmerize you when he's tongue
tied
Simply with those eyes oooh
Synchronize your minds and see
The beast within him rise
Don't look back, don't look back
It's a rip off
Flick of the wrist and you're dead baby
Blow him a kiss and you're mad
Flick of the wrist, he'll eat your heart out
A dig in the ribs, and then a kick in the head
He's taken an arm and taken a leg
All this time honey, baby you've been had
Intoxicate your brain with what I'm saying
If not you'll lie in knee deep trouble
Prostitute yourself he says
Castrate your human pride oooh
Sacrifice your leisure days
Let me squeeze you 'till you've dried
Don't look back don't look back
It's a rip off
Work my fingers to my bones
I scream with pain I still make no impression
Seduce you with his money make machine
Cross collateralise big time money money
Reduce you to a muzak fake machine
Then the last goodbye, It's a rip off
Flick of the wrist and you're dead baby
Blow him a kiss and you're mad
Flick of the wrist he'll eat your heart out
A dig in the ribs and then a kick in the head
He's taken an arm and taken a leg
All this time honey baby you've been had"
Friends Will Be Friends	https://www.allthelyrics.com/lyrics/queen/friends_will_be_friends-lyrics-55961.html	A Kind Of Magic	"Another red letter day, So the pound has dropped and the children are creating
The other half ran away, Taking all the cash and leaving you with the lumber
Got a pain in the chest, doctor's on strike, what you need is a rest
It's not easy love but you've got friends you can trust
Friends will be friends, When you're in need of love they give you care and attention
Friends will be friends, When you're through with life, and all hope is lost
Hold out your hands because friends will be friends, right till the end
Now it's a beautiful day, The postman delivered a letter from your lover
Only a phone call away, You tried to track him down but somebody stole his number
As a matter of fact, You're getting used to life without him in your way
It's so easy love because you got friends you can trust
Friends will be friends, When you're in need of love they give you care and attention
Friends will be friends, When you're through with life and all hope is lost
Hold out your hands because friends will be friends, right till the end
It's so easy love because you got friends you can trust
Friends will be friends, When you're in need of love they give you care and attention
Friends will be friends, When you're through with life and all hope is lost
Hold out your hands because friends will be friends, right till the end
Friends will be friends, When you're in need of love they give you care and attention
Friends will be friends, When you're through with life and all hope is lost
Hold out your hands because right till the end
Friends will be friends"
Friends Will Be Friends Will Be Friends . . .	https://www.allthelyrics.com/lyrics/queen/friends_will_be_friends_will_be_friends-lyrics-56285.html	Innuendo	"Friends Will Be Friends Will Be Friends . . .
Written by John Deacon, Freddie Mercury
Friends will be friends
Friends will be friends
Friends will be friends
Friends will be friends
Friends will be friends
Another red letter day
So the pound has dropped and the children are creating
The other half ran away
Taking all the cash and leaving you with the lumber
Got a pain in the chest
Doctors on strike what you need is a rest
It's not easy love, but you've got friends you can trust
Friends will be friends
When you're in need of love they give you care and attention
Friends will be friends
When you're through with life and all hope is lost
Hold out your hand 'cos friends will be friends - right till the end
Now it's a beautiful day
The postman delivered a letter from your lover
Only a 'phone call away
You tried to track him down but somebody stole his number
As a matter of fact
You're getting used to life without him in your way
It's so easy now, 'cos you got friends you can trust
Friends will be friends
When you're in need of love they give you care and attention
Friends will be friends
When you're through with life and all hope is lost
Hold out your hand 'cos friends will be friends - right till the end
It's so easy now, 'cos you got friends you can trust
Friends will be friends
When you're in need of love they give you care and attention
Friends will be friends
When you're through with life and all hope is lost
Hold out your hand 'cos right till the end - friends will be friends
Yeah yeah"
Fun It	https://www.allthelyrics.com/lyrics/queen/fun_it-lyrics-56072.html	Jazz	"Everybody in the morning
Should do a good time, all right
Everybody in the night time
Should have a good time all night
Now we got a movement
Don't shun it fun it
Can't you see now you're moving free?
Get some fun join our dynasty
Can't you tell when we get it down?
You're the one you're the best in town
Hey everybody, everybody, gonna have a good time tonight
Just shaking the soles of your feet
Everybody, everybody, gonna have a good time tonight
That's the only soul you'll ever meet
They say that moving the body's right it's all right
That's the only one part of being alive all right all right
Groove on out groove on up OK
Do your thing, do your thing your way
Get your kicks, get you tricks with me
Get up and dance honey, fun's for free
Hey everybody, everybody, gonna have a good time tonight
Just shaking the soles of your feet
Everybody gonna have a good time tonight time tonight time tonight
That's the only soul you'll ever meet
Don't shun it, fun it
Don't shun it, fun it
Don't shun it, fun it"
Funny How Love Is	https://www.allthelyrics.com/lyrics/queen/funny_how_love_is-lyrics-56204.html	Queen II	"Funny how love is everywhere just look and see
Funny how love is anywhere you're bound to be
Funny how love is every song in every key
Funny how love is coming home in time for tea
Funny funny funny oh
Funny how love is the end of the lies
When the truth begins tomorrow comes
Tomorrow brings tomorrow brings love
In the shape of things
That's what love is that's what love is
Funny how love can break your heart so suddenly
Funny how love came tumbling down with Adam and Eve
Funny how love is running wild feeling free
Funny how love is coming home in time for tea
Funny funny funny oh
From the earth below to the heavens above
That's how far and funny is love
At any time anywhere
If you gotta make love do it everywhere
That's what love is that's what love is
Funny how love is everywhere just look and see
Funny how love is anywhere you're bound to be
Funny how love is every song in every key
Funny how love is when you gotta hurry
Because you're late for tea
Funny funny funny oh
Tommorrow comes tomorrow brings
Tomorrow brings love in the shape of things
At any time anywhere
If you gotta make love do it everywhere
That's what love is that's what love is"
Get Down, Make Love	https://www.allthelyrics.com/lyrics/queen/get_down_make_love-lyrics-56097.html	Live Killers	"Get down make love, get down make love
Get down make love, get down make love
You take my body, I give you heat
You say you're hungry, I give you meat
I suck your mind, You blow my head
Make love, Inside your bed - everybody
Get down make love, get down make love
Get down make love, get down make love
Every time I get hot, You wanna cool down
Every time I get high, You say you wanna come down
You say it's enough, in fact it's too much
Every time I get a... get down, get down, get down, make love
(Get down) I can squeeze - (make love) you can shake me
(Get down) I can feel - (make love) you can break me
(Get down) Come on so heavy (make love)
(Get down) When you take me (make love)
You make love, you make love, you make love, you make love
You can make everybody get down make love... get down make love
Every time I get high, you wanna come down
Every time I get hot, you say you wanna cool down
You say it's enough, in fact it's too much
Every time I wanna get down get down get down
Get down make love, get down make love
Get down make love, get down make love
Every time I get hot, you wanna cool down
Every time I get high, you say you wanna come down
You say it's enough, In fact it's too much
Every time I wanna, Get down get down, Get down make love"
Gimme Some Lovin'	https://www.allthelyrics.com/lyrics/queen/gimme_some_lovin-lyrics-56227.html	Live At Wembley '86	"Gimme Some Lovin'
Written by Winwood, Winwood, Davis
Well my temperature is rising got my feet on the floor
Crazy people rocking 'cause they want to go more
Let me in baby I don't know what you got
But you better take it easy 'cause this place is hot
And I'm so glad you made it, so glad you made it
You got to gimme some lovin', gimme gimme some lovin'
Well I feel so good, everybody's getting high
You better take it easy 'cause the place is on fire
Been a hard day and I don't know what to do
Wait a minute Baby, this could happen to you
Well I feel so good, everybody's getting high
You better take it easy 'cause the place is on fire
Been a hard day nothing went too good
Now we're gonna relax just like everybody should."
Gimme The Prize (Kurgan's Theme)	https://www.allthelyrics.com/lyrics/queen/gimme_the_prize_kurgans_theme-lyrics-56295.html	A Kind Of Magic	"...garage and water from the sprinklers
It also left a man's decapitated body lying on the floor
next to his own severed head
a head which at this time has no name
'I know his name'
Here I am I'm the master of your destiny
I am the one the only one, I am the god of kingdom come
Gimme the prize, just gimme the prize
Give me your kings let me squeeze then in my hands
Your puny princes, Your so called leaders of your land
I'll eat them whole before I'm done
The battle's fought and the game is won
I am the one the only one, I am the god of kingdom come
Gimme the prize just gimme the prize
'Now you die'
'I have something to say,it's better to burn out than to fade away...
There can be only one'
Move over, I said move over
Hey, hey, hey, clear the way
There's no escape from my authority - Didn't I tell you
I am the one the only one I am the god of kingdom come
Gimme the prize just gimme the prize
I am the one the only one, I am the god of kingdom come
Gimme the prize
'THERE CAN BE ONLY ONE'"
Good Company	https://www.allthelyrics.com/lyrics/queen/good_company-lyrics-56149.html	A Night At The Opera	"Take good care of what you've got, my father said to me
As he puffed his pipe and baby B, He dandled on his knee
Don't fool with fools who'll turn away, Keep all good company
Oohoo oohoo
Take care of those you call your own and keep good company
Soon I grew and happy too, my very good friends and me
We'd play all day with Sally J, the girl from number four
And very soon I begged her, won't you keep me company?
Oohoo oohoo, oohoo oohoo, come marry me for evermore
We'll be good company
Now marriage is an institution sure
My wife and I our needs and nothing more
All my friends by a year, by and by, disappeared
But we're safe enough behind our door
I flourished in my humble trade my reputation grew
The work devoured my waking hours but when my time was through
Reward of all my efforts, my own Limited Company
I hardly noticed Sally as we parted company
All through the years in the end it appears
There was never really anyone but me
Now I'm old I puff my pipe but no-one's there to see
I ponder on the lesson of my life's insanity
Take care of those you call your own
And keep good company"
Good Old-Fashioned Lover Boy	https://www.allthelyrics.com/lyrics/queen/good_oldfashioned_lover_boy-lyrics-56124.html	Greatest Hits	"I can dim the lights and sing you songs full of sad things
We can do the tango just for two
I can serenade and gently play on your heart strings
Be your Valentino just for you
Oooh love, oooh lover boy
What are doing tonight hey boy? Set my alarm turn on my charm
That's because I'm a good old fashioned lover boy
Oooh let me feel you heartbeat (Grow faster faster)
Oooh can you feel my love heat, come on and sit on my hot seat of love
And tell me how do you feel right after all
I'd like for you and I to go romancing
Say the word your wish is my command
Oooh love oooh lover boy, What are doing tonight? (hey boy!)
Write my letter feel much better, and use my fancy patter on the telephone
When I'm not with you, think of you always I miss you
(I miss those long hot summer nights) when I'm not with you
Think of me always, I love you, love you
Hey boy where did you get it from? Hey boy where did you go?
I learned my passion in the good old fashioned school of lover boys
Dining at the Ritz we'll meet at nine precisely
(One, two, three, four, five, six, seven, eight, nine o'clock)
I will pay the bill you taste the wine
Driving back in style in my saloon will do quite nicely
Just take me back to yours that will be fine
(Come on and get it) Oooh love oooh lover boy
What are you doing tonight hey boy?
Everything's all right just hold on tight
That's because I'm a good old fashioned lover boy"
Great King Rat	https://www.allthelyrics.com/lyrics/queen/great_king_rat-lyrics-56219.html	Queen	"Great King Rat died today, born on the twenty first of May
Died syphilis forty four on his birthday, every second word he swore
Yes he was the son of a whore, always wanted by the law
Wouldn't you like to know?, Wouldn't you like to know people?
Great King Rat was a dirty old man, and a dirty old man was he
Now what did I tell you, would you like to see?
Now hear... Where will I be tomorrow? Will I beg will I borrow?
I don't care I don't care anyway, Come on come on the time is right
This man is evil and that is right,I told you... Ah yes I told you
And that's no lie oh no no no
Wouldn't you like to know? Wouldn't you like to know? Wouldn't you like to know?
Great King Rat was a dirty old man, and a dirty old man was he
How what did I tell you?... Would you like to see?
Wouldn't you like to know? Wouldn't you like to know people?
Great King Rat was a dirty old man, and a dirty old man was he
Now what did I tell you... Would you like to see?
Now listen all you people, put out the good and keep the bad,
don't believe all you read in the Bible
You sinners get in line, saints you leave far behind,
very soon you're gonna be his disciple
Don't listen to what mama says, not a word, not a word mama says
Or else you'll find yourself being the rival, the great Lord before he died
Knelt sinners by his side, and said you're going to realise tomorrow
No I'm not gonna tell you, What you already know
Because time and time again, The old man said it all a long time ago
Come come on the time is right, This evil man will fight
I told you once before
Wouldn't you like to know? Wouldn't you like to know? Just like I said before
Great King Rat was a dirty old man, and a dirty old man was he
The last time I tell you... Would you like you see?"
Hammer To Fall	https://www.allthelyrics.com/lyrics/queen/hammer_to_fall-lyrics-55988.html	Innuendo	"Here we stand or here we fall, History won't care at all
Make the bed light the light, Lady Mercy won't be home tonight, yeah
You don't waste no time at all
Don't hear the bell but you answer the call
It comes to you as to us all
We're just waiting for the hammer to fall
Oh every night and every day, A little piece of you is falling away
But lift your face the Western Way, Build your muscles as your body decays, yeah
Toe your line and play their game, yeah
Let the anaesthetic cover it all
Till one day they call your name
You know it's time for the hammer to fall
Rich or poor or famous, For your truth it's all the same (oh no, oh no)
Lock your door the rain is pouring through your window pane (oh no)
Baby now your struggle's all in vain
For we who grew up tall and proud, In the shadow of the mushroom cloud
Convinced our voices can't be heard, We just wanna scream it louder, and louder, louder
What the hell we fighting for?
Just surrender and it won't hurt at all
You just got time to say your prayers
While your waiting for the hammer to, hammer to fall
It's gonna fall
Hammer..you know..hammer to fall
Waiting for the hammer to fall, now baby
While you're waiting for the hammer to fall
Give it to me one more time!"
Hang On In There	https://www.allthelyrics.com/lyrics/queen/hang_on_in_there-lyrics-56263.html	The Miracle	"Don't let go don't lose your mystique
Wait a little longer
Tomorrow brings another feast
Don't let go don't lose your reputation
Thank God you're still alive
You're still in one piece
Hang on in there don't lose your appetite
Hang on in there forget the danger signs
Pray for that magical moment (straight ahead) and it will
appear
Don't fight for lost emotions
Wait for the sunrise
And everything will seem so clear
(Look straight ahead look straight ahead)
Hang on in there (hang on in there)
Hang on in there (hang on in there)
Your wish will be granted
All your problems will disappear
Don't be a fool you haven't reached your peak
You got a fast car racing up inside you
Your life is incomplete
Hang on in there hang on in there
Pray for that magical moment and it will appear
(Wait for that moment)
Wait for the sunrise
Just wait and see and it will seem so clear
Let's go let's go
OK now do the change now
Yeah hang on in there
Hang on in there
Yeah yeah"
Headlong	https://www.allthelyrics.com/lyrics/queen/headlong-lyrics-56253.html	Innuendo	"Headlong
Written by Queen
And you're rushing headlong you've got a new goal
And you're rushing headlong out of control
And you think you're so strong
But there ain't no stopping and there's nothin'
You can do about it
There's nothin' you can do
No there's nothin' you can do about it
No there's nothin' you can, nothin' you can
Nothin' you can do about it
And you're rushing headlong you've got a new goal
And you're rushing headlong out of control
And you think you're so strong
But there ain't no stopping no there's nothin'
You can do about it
Yeah
Hey, he used to be a man with a stick in his hand
Hoop diddy diddy - hoop diddy do
She used to be a woman with a hot dog stand
Hoop diddy diddy - hoop diddy do
Now you've got soup in the laundry bag
Now you've got strings, you're gonna lose your rag
You're gettin' in a fight
Then it ain't so groovy when you're screaming in the night
Let me out of this cheap 'B' movie
Headlong down the highway and you're rushing
Headlong out of control
And you think you're so strong
But there ain't no stopping and you can't stop rockin'
And there's nothin' you can, nothin' you can
Nothin' you can do about it
When a red hot man meets a white hot lady
Hoop diddy diddy - hoop diddy do (ho)
Soon the fire starts a raging gets 'em more than half crazy
Hoop diddy diddy - hoop diddy do
Oh, now they start freaking everyway you turn
You can't start walking 'cos your feet got burned
It ain't no time to figure wrong from right
Cause reasons out the window
Better hold on tight - you're rushing headlong
Headlong out of control, yeah
You think you're so strong
There ain't no stopping and there's nothin' you, nothin' you
Nothin' you can do about it at all
Yeah yeah alright go
And you're rushing headlong down the highway
And you're rushing headlong out of control
And you think you're so strong
But there ain't no stopping
There's nothin', nothin', nothin' you can do about it, yeah
Oooh oooh ooh ooh ooh
Ha ha
Headlong
Headlong
Rushing rushing, rushing rushing
Yeah yeah yeah
Rushing rushing, rushing rushing
Headlong
Yeahaw
Headlong
Gnoldaeh gnoldaeh gnoldaeh gnoldaeh"
Heaven For Everyone	https://www.allthelyrics.com/lyrics/queen/heaven_for_everyone-lyrics-56101.html	Disc: 2	"(This could be heaven)(This could be heaven)(This could be heaven)
This could be heaven, this could be heaven for everyone
(This could be heaven) This could be heaven
this could be heaven,
this could be heaven for everyone
In these days of cool reflection (reflection)
You come to me and everything seems alright
In these days of cold affections
You sit by me and everything's fine
This could be heaven for everyone
This world could be fed, this world could be fun
This could be heaven for everyone
This world could be free, this world could be one
In this world of cool deception
Just your smile can smooth my ride
These troubled days of cruel rejection
You come to me, soothe my troubled mind
Yeah, this could be heaven for everyone
This world could be fed, this world could be fun
This should be love for everyone (yeah)
This world should be free, this world could be one
We should bring love to our daughters and sons
Love,love,love,love
This could be heaven for everyone
You know that
(this could be heaven for everyone) Yes!
(this could be heaven for everyone)
This could be heaven for everyone
Listen...
what people do to other souls
They take their lives,destroy their goals
Their basic pride and dignity
Is stripped and torn and shown no pity
When this should be heaven for everyone
This could be heaven, this could be heaven
This could be heaven for everyone
This could be heaven, could be heaven for everyone
This could be heaven (this could be heaven)
This could be heaven, could be heaven for everyone
This could be heaven (this could be heaven)
This could be heaven, could be heaven for everyone
This could be heaven, this could be heaven for everyone
This could be heaven, this could be heaven
This could be heaven.... for everyone
For everyone"
Hello Mary Lou (Goodbye Heart)	https://www.allthelyrics.com/lyrics/queen/hello_mary_lou_goodbye_heart-lyrics-56235.html	Live At Wembley '86	"Hello Mary Lou (Goodbye Heart)
Written by Pitney
Okay, this is a Ricky Nelson song
I say hello Mary Lou (goodbye heart)
Sweet Mary Lou I'm so in love with you
I knew Mary Lou we'd never part
So hello Mary Lou (goodbye heart)
You passed me by one sunny day
Flashed those big brown eyes my way
Ooh, I wanted you forever more
Hey, I'm not one that get's around
Swear my feet stuck to the ground
And though I never did see you no more
Yeah neah
I said hello Mary Lou (goodbye heart)
Sweet Mary Lou I'm so in love with you
Hey, I knew Mary Lou we'd never part
So hello Mary Lou (goodbye heart)
So hello Mary Lou (goodbye heart)
One more time
Yes, hello Mary Lou (goodbye heart)
Hey, wait a minute
One minute
Ah, I need my fucking water
I don't care, let's go
Right, give us the right key for fuck's sake"
Hijack My Heart	https://www.allthelyrics.com/lyrics/queen/hijack_my_heart-lyrics-264180.html	Queen	"Just walking down the street
One cloudless sunny day
Just minding my own business
Thinking my thoughts -
nothing much to say
When suddenly I got hit
Imagine my surprise
Your smile came up and zapped
Me right between the eyes
I'd never seen anything to compare
With your smile
I'd never seen anything
That came within miles
My heart got hijacked by you
Stuck in the traffic
Stuck at the lights
What do I see
Some stupid bimbo
In a fast car next to me
She takes off
Imagine my disgust
Like a bat outta hell
I get to eat her dust
I never known anything to compare
With her laugh
I never known anything
That counted by half
My heart got hijacked by you
Hijack my heart (Hijack my heart)
Hijack my heart hijack hijack hijack
Steal my heart
Hijack my heart (Hijack my heart)
Hijack my heart
Look at the city
Look at the streets
What do you see ?
Look at the faces
Of the people - they all wanted me
Suddenly hit by something
They don't get a chance
It comes out of nowhere
Right out of the blue
Cos I've never seen anything
To compare with your smile
I've never seen anything
That came within miles
My heart got hijacked by you
Hijack my heart
Now you got a hold on me
You hijacked my heart
But you won't let me be
Stole my heart
Threw away the key
Ooh baby what's become of me
You hijacked my heart
Now you got a hold on me
You hijacked my heart"
I Can't Live With You	https://www.allthelyrics.com/lyrics/queen/i_cant_live_with_you-lyrics-469493.html	Queen Rocks	"I can't live with you, but I can't live without you
I can't let you stay, Oooh, but I can't live if you go away
I don't know just how it goes, all I know is I can't live with you
Yeah I'm having a hard time
I'm walking a fine line between hope and despair
You may think that I don't care
But I travelled a long road to get hold of my sorrow
I tried to catch a dream, but nothing's what it seems
Love is saying baby it's all right
When deep inside you're really petrified
Lover turns to hater on this escalator
I can't live with you, yeah, but I can't live without you
I can't breathe if you stay, but I can't bear you to go away
I don't know what time it is, all I know is I can't live with you
We're stuck in a bad place, we're trapped in a rat race
And we can't escape... maybe, there's been some mistake
We're trying to make a high score, we're walking through a closed door
And nobody's winning, we're just sinning against ourselves
Hold on baby tell me it's all right
Anger's breaking from the hurt inside
Passions screaming hotter
Doing what we gotta do - yeah
I can't live with you, I can't live with you
I can't live, I can't live
I can't, I can't live with you
But baby, I'll never ever, leave you
I can't live with you, but I can't live without you
Cos' I'm in love with you, Oooh, and everything about you
I can't live with you
No I just can't live, I just can't live
I can't live with you
Yeah, and I can't live without you
Through the madness through the tears
We've still got each other for a million years - yeah
Oooh yeah
Yeah - I can't live without you - yeah, yeah
I can't live without you
Yeah, yeah oh, oh, oh
I can't live without you, I can't live without you, I can't live without you
Oh oh, I can't live without you, baby, baby, baby
Without you... I can't live without you"
I Can't Live With You (1997 'Rocks' Retake)	https://www.allthelyrics.com/lyrics/queen/i_cant_live_with_you_1997_rocks_retake-lyrics-55992.html	Greatest Hits III	"I Can't Live With You (1997 'Rocks' Retake)
Written by Queen
I can't live without you
I can't live without you
I can't live without you
I can't live without you
I can't live without you
I can't live without you
Oh Ohhh
I Can't
Yeah
I can't live with you
But I can't live without you
I can't let you stay
Oooh, but I can't live if you go away
I don't know just how it goes
All I know is I can't live with you
Yeah, I'm having a hard time
I'm walking a fine line
Between hope and despair
You may think that I don't care
But I travelled a long road to
Get a hold of my sorrow
I tried to catch a dream
But nothing's what it seems
Love is saying baby it's all right
When deep inside you're really petrified
Lover turns to hater
On this escalator
I can't live with you
Yeah, but I can't live without you
I can't breathe - if you stay
But I can't bear you to go away
I don't know what time it is
All I know is I can't live with you
We're stuck in a bad place
We're trapped in a rat race
And we can't escape
Maybe there's been some mistake
We're trying to make a high score
We're walking through a closed door
And nobody's winning
We're just sinning against ourselves
Hold on baby tell me it's all right
Anger's breaking from the hurt inside
Passions screaming hotter
Doin' what we gotta do - yeah
I can't live with you, I can't live with you
I can't live, I can't live
I can't, I can't live with you
But baby I'll never ever leave you
I can't live with you
But I can't live without you
Cause I'm in love with you
Ooh, and everything about you
I can't live with you
No I just can't live, I just can't live
Ooh, I can't live with you
Yeah, and I can't live without you
Through the madness, through the tears
We've still got each other
For a million years
Yeah, ooh yeah, yeah
I can't live without you - eh yeah
I can't live without you
Yeah eah yeah
Whoa whooooa
I can't live without you
I can't live without you
I can't live without you
Whoa
I can't live without you
Baby baby baby
I can't live without you
I can't live without you
Ma ma ma ma ma whoa whoooa yeah
Yeah"
I Go Crazy	https://www.allthelyrics.com/lyrics/queen/i_go_crazy-lyrics-55981.html	A Kind Of Magic	"Yeah yeah - ha ha
Let's go - let's go - let's go
Yeah, I took my baby dancing
To see a heavy band
I never saw my baby till the encore
She had the singer by the hand
I didn't wanna cry 'cos I had to be cool
I didn't wanna tell you that you're much too cruel
Did you have to run off with that doggone fool
All I gotta do is think about you
Ev'ry night and day - I go crazy
All I gotta do is get my hands on you
Gotta stay away from me baby
Hey, I wouldn't mind the postman
If the neighbours didn't know
Or the gas man, electric man, the man who fixed the car
I'd have to let it go
But you had to bring me down for a rock 'n' roll clone
Leave me like a sucker standing all alone
You just had to run off with that rolling stone
Go ahead fool
All I gotta do is think about you
Ev'ry night and day - I go crazy
All I gotta do is get my hands on you
You gotta stay away from me baby
So I ain't gonna go see no Rolling Stones - no more - no more
I don't wanna go to see Queen - no more - no more
I ain't gonna go see them Rolling Stones - no more - no more
I don't wanna go and see Queen - no more - no more - no more - no more
Yeah yeah crazy yeah
I don't wanna hurt you
But you been a hurting me
But you know that I'll be watching
Rolling on the floor - next time you're on the T.V.
Had enough of your pretending that you know where it's at
Come on to all the boys like a real small brat
You think I'd nearly let you get away with all that
No way babe
All I gotta do is think about you
Ev'ry night and day - I go crazy crazy
All I gotta do is get my hands on you
Betta stay away from me baby
Ooh you got ya hands got to
Got to stay away from me baby
Crazy crazy crazy baby yeah crazy crazy crazy crazy yeah
Crazy crazy crazy crazy crazy crazy crazy crazy crazy crazy crazy
Yeah crazy crazy"
I Want It All	https://www.allthelyrics.com/lyrics/queen/i_want_it_all-lyrics-56275.html	Innuendo	"I want it all I want it all I want it all and I want it now
Adventure seeker on an empty street
Just an alley creeper light on his feet
A young fighter screaming with no time for doubt
With the pain and anger can't see a way out
It ain't much I'm asking I heard him say
Gotta find me a future move out of my way
I want it all I want it all I want it all and I want it now
I want it all I want it all I want it all and I want it now
Listen all you people come gather round
I gotta get me a game plan gotta shake you to the ground
Just give me what I know is mine
People do you hear me just give me the sign
It ain't much I'm asking if you want the truth
Here's to the future for the dreams of youth
I want it all (give it all) I want it all I want it all and I want
it now
I want it all (yes I want it all) I want it all (hey)
I want it all and I want it now
I'm a man with a one track mind
So much to do in one life time (people do you hear me)
Not a man for compromise and where's and why's and living
lies
So I'm living it all (yes I'm living it all)
And I'm giving it all (and I'm giving it all)
Yeah yeah
Yeah yeah yeah yeah
I want it all all all all
It ain't much I'm asking if you want the truth
Here's to the future
Hear the cry of youth (hear the cry hear the cry of youth)
I want it all I want it all I want it all and I want it now
I want it all (yeah yeah yeah) I want it all I want it all and I
want it now
I want it
Now
I want it I want it"
I Want To Break Free	https://www.allthelyrics.com/lyrics/queen/i_want_to_break_free-lyrics-55996.html	Innuendo	"I want to break free, I want to break free
I want to break free from your lies
You're so self satisfied I don't need you
I've got to break free
God knows, God knows I want to break free
I've fallen in love
I've fallen in love for the first time
And this time I know it's for real
I've fallen in love, yeah
God knows, God knows I've fallen in love
It's strange but it's true
I can't get over the way you love me like you do
But I have to be sure, When I walk out that door
Oh how I want to be free baby, Oh how I want to be free
Oh how I want to break free
But life still goes on
I can't get used to living without, living without
Living without you by my side
I don't want to live alone, hey
God knows got to make it on my own
So baby can't you see, I've got to break free
I've got to break free, I want to break free, yeah
I want, I want, I want, I want to break free...."
I Was Born To Love You	https://www.allthelyrics.com/lyrics/queen/i_was_born_to_love_you-lyrics-56132.html	Made In Heaven	"I was born to love you (love you...)
With every single beat of my heart
Yes I was born to take care of you
Every single day (single day...)
All right... Hey, hey
I was born to love you with every single beat of my heart
Yes I was born to take care of you every single day of my life
You are the one for me I am the man for you
You were made for me you're my ecstasy
If I was given every opportunity I'd kill for your love
So take a chance with me let me romance with you
I'm caught in a dream and my dreams come true
It's so hard to believe this is happening to me
An amazing feeling coming through
I was born to love you with every single beat of my heart
Yes I was born to take care of you (honey) every single day of my life
I wanna love you, I love every little thing about you
I wanna love you, love you, love you
(Born) to love you, (born) to love you, yes (Born) I was born to love you
(Born) to love you, (born) to love you, every single day of my life
I was born to take care of you every single day, day, day of my life
An amazing feeling coming through
I was born to love you with every single beat of my heart
Yeah I was born to take care of you every single day of my life
Yes, I was born to love you
Every single day...of my life
I love you baby
Yeah, born to love you
Yes I was born to love you
Hey, I wanna love you, love you, love you
I wanna love you
Yeah, yeah... Aha it's magic
I get so lonely, lonely, lonely yeah
I wanna love you... It's magic
Love you yeah, give it to me"
